  0.00000000E+00 -0.11714127E+01
  0.29289322E-02 -0.11713827E+01
  0.58578644E-02 -0.11712930E+01
  0.87867966E-02 -0.11711435E+01
  0.11715729E-01 -0.11709343E+01
  0.14644661E-01 -0.11706658E+01
  0.17573593E-01 -0.11703380E+01
  0.20502525E-01 -0.11699514E+01
  0.23431458E-01 -0.11695061E+01
  0.26360390E-01 -0.11690028E+01
  0.29289322E-01 -0.11684417E+01
  0.32218254E-01 -0.11678234E+01
  0.35147186E-01 -0.11671484E+01
  0.38076118E-01 -0.11664174E+01
  0.41005051E-01 -0.11656310E+01
  0.43933983E-01 -0.11647899E+01
  0.46862915E-01 -0.11638949E+01
  0.49791847E-01 -0.11629467E+01
  0.52720779E-01 -0.11619463E+01
  0.55649712E-01 -0.11608945E+01
  0.58578644E-01 -0.11597922E+01
  0.61507576E-01 -0.11586406E+01
  0.64436508E-01 -0.11574406E+01
  0.67365440E-01 -0.11561933E+01
  0.70294373E-01 -0.11548998E+01
  0.73223305E-01 -0.11535614E+01
  0.76152237E-01 -0.11521793E+01
  0.79081169E-01 -0.11507547E+01
  0.82010101E-01 -0.11492889E+01
  0.84939033E-01 -0.11477834E+01
  0.87867966E-01 -0.11462395E+01
  0.90796898E-01 -0.11446586E+01
  0.93725830E-01 -0.11430422E+01
  0.96654762E-01 -0.11413918E+01
  0.99583694E-01 -0.11397090E+01
  0.10251263E+00 -0.11379953E+01
  0.10544156E+00 -0.11362523E+01
  0.10837049E+00 -0.11344818E+01
  0.11129942E+00 -0.11326854E+01
  0.11422836E+00 -0.11308647E+01
  0.11715729E+00 -0.11290216E+01
  0.12008622E+00 -0.11271577E+01
  0.12301515E+00 -0.11252749E+01
  0.12594408E+00 -0.11233750E+01
  0.12887302E+00 -0.11214598E+01
  0.13180195E+00 -0.11195311E+01
  0.13473088E+00 -0.11175909E+01
  0.13765981E+00 -0.11156411E+01
  0.14058875E+00 -0.11136834E+01
  0.14351768E+00 -0.11117199E+01
  0.14644661E+00 -0.11097524E+01
  0.14937554E+00 -0.11077830E+01
  0.15230447E+00 -0.11058136E+01
  0.15523341E+00 -0.11038460E+01
  0.15816234E+00 -0.11018823E+01
  0.16109127E+00 -0.10999244E+01
  0.16402020E+00 -0.10979744E+01
  0.16694913E+00 -0.10960340E+01
  0.16987807E+00 -0.10941054E+01
  0.17280700E+00 -0.10921904E+01
  0.17573593E+00 -0.10902910E+01
  0.17866486E+00 -0.10884090E+01
  0.18159380E+00 -0.10865465E+01
  0.18452273E+00 -0.10847053E+01
  0.18745166E+00 -0.10828873E+01
  0.19038059E+00 -0.10810944E+01
  0.19330952E+00 -0.10793284E+01
  0.19623846E+00 -0.10775911E+01
  0.19916739E+00 -0.10758844E+01
  0.20209632E+00 -0.10742099E+01
  0.20502525E+00 -0.10725695E+01
  0.20795419E+00 -0.10709648E+01
  0.21088312E+00 -0.10693975E+01
  0.21381205E+00 -0.10678692E+01
  0.21674098E+00 -0.10663816E+01
  0.21966991E+00 -0.10649362E+01
  0.22259885E+00 -0.10635346E+01
  0.22552778E+00 -0.10621782E+01
  0.22845671E+00 -0.10608684E+01
  0.23138564E+00 -0.10596066E+01
  0.23431458E+00 -0.10583942E+01
  0.23724351E+00 -0.10572324E+01
  0.24017244E+00 -0.10561225E+01
  0.24310137E+00 -0.10550657E+01
  0.24603030E+00 -0.10540631E+01
  0.24895924E+00 -0.10531157E+01
  0.25188817E+00 -0.10522246E+01
  0.25481710E+00 -0.10513907E+01
  0.25774603E+00 -0.10506150E+01
  0.26067496E+00 -0.10498982E+01
  0.26360390E+00 -0.10492411E+01
  0.26653283E+00 -0.10486445E+01
  0.26946176E+00 -0.10481089E+01
  0.27239069E+00 -0.10476349E+01
  0.27531963E+00 -0.10472231E+01
  0.27824856E+00 -0.10468740E+01
  0.28117749E+00 -0.10465877E+01
  0.28410642E+00 -0.10463648E+01
  0.28703535E+00 -0.10462054E+01
  0.28996429E+00 -0.10461097E+01
  0.29289322E+00 -0.10460778E+01
